year,location,Soil,cultivar,sowing date,sowing configuration,esw,gsr,nheat,nheat2,Maturity Date,yield,nfrost,multiplier,frost yield,crop,crop price
2016,"Lameroo, SA",Loamy sand over sand over sandy clay loam,1,122,,25.538,318.4,0,,330,5863.1,1,0.9,5276.824,Wheat,250
2017,"Lameroo, SA",Loamy sand over sand over sandy clay loam,1,121,,60.086,223.8,5,,321,1800.2,0,1,1800.158,Wheat,250
1957,"Hynam, SA",Sandy loam over brown clay ,1,121,,23.988,318.7,2,,339,5809.6,0,1,5809.6,Wheat,250
1958,"Hynam, SA",Sandy loam over brown clay ,1,121,,175.002,577.1,0,,342,4156.3,1,0.9,3740.641,Wheat,250
1959,"Hynam, SA",Sandy loam over brown clay ,1,121,,96.959,215.5,0,,333,3830.9,1,0.9,3447.85,Wheat,250
1960,"Hynam, SA",Sandy loam over brown clay ,1,122,,140.345,502.8,0,,346,3801.5,0,1,3801.512,Wheat,250
1961,"Hynam, SA",Sandy loam over brown clay ,1,121,,104.318,285.2,1,,330,4592.8,0,1,4592.783,Wheat,250
1962,"Hynam, SA",Sandy loam over brown clay ,1,121,,159.237,480.5,0,,335,4990.4,0,1,4990.382,Wheat,250
1963,"Hynam, SA",Sandy loam over brown clay ,1,121,,109.306,397.2,0,,330,4499.4,0,1,4499.383,Wheat,250
1964,"Hynam, SA",Sandy loam over brown clay ,1,122,,201.478,665.5,0,,341,3996.5,0,1,3996.458,Wheat,250
1965,"Hynam, SA",Sandy loam over brown clay ,1,121,,127.099,408.7,1,,337,4449.3,0,1,4449.32,Wheat,250
1966,"Hynam, SA",Sandy loam over brown clay ,1,121,,150.679,421.7,2,,344,5414.7,2,0.81,4385.867,Wheat,250
1967,"Hynam, SA",Sandy loam over brown clay ,1,121,,72.808,219.8,3,,339,4042.7,0,1,4042.681,Wheat,250
1968,"Hynam, SA",Sandy loam over brown clay ,1,122,,164.573,529.3,0,,349,4455.8,0,1,4455.78,Wheat,250
1969,"Hynam, SA",Sandy loam over brown clay ,1,121,,109.325,319,0,,345,4498.8,0,1,4498.777,Wheat,250
1970,"Hynam, SA",Sandy loam over brown clay ,1,121,,200.268,511.9,0,,347,5009.8,3,0.729,3652.165,Wheat,250
1971,"Hynam, SA",Sandy loam over brown clay ,1,121,,211.876,560.2,0,,345,5201.7,0,1,5201.713,Wheat,250
1972,"Hynam, SA",Sandy loam over brown clay ,1,122,,95.072,342.8,0,,339,4641.3,3,0.648,3007.534,Wheat,250
1973,"Hynam, SA",Sandy loam over brown clay ,1,121,,182.522,510.1,0,,337,4427,0,1,4427.003,Wheat,250
1974,"Hynam, SA",Sandy loam over brown clay ,1,121,,141.385,487.1,0,,343,5329,1,0.9,4796.096,Wheat,250
1975,"Hynam, SA",Sandy loam over brown clay ,1,121,,215.902,548.6,0,,332,4817.2,0,1,4817.183,Wheat,250
1976,"Hynam, SA",Sandy loam over brown clay ,1,122,,148.098,392,0,,344,5764.5,1,0.9,5188.048,Wheat,250
1977,"Hynam, SA",Sandy loam over brown clay ,1,121,,130.222,346.5,3,,338,4141.6,4,0.518,2147.031,Wheat,250
1978,"Hynam, SA",Sandy loam over brown clay ,1,121,,165.072,423.2,1,,339,5383.1,1,0.8,4306.44,Wheat,250
1979,"Hynam, SA",Sandy loam over brown clay ,1,121,,192.015,546.7,0,,338,5623.1,1,0.9,5060.768,Wheat,250
1980,"Hynam, SA",Sandy loam over brown clay ,1,122,,147.398,421.4,2,,335,5325.7,0,1,5325.723,Wheat,250
1981,"Hynam, SA",Sandy loam over brown clay ,1,121,,130.149,543.6,0,,336,4828.7,4,0.656,3168.099,Wheat,250
1982,"Hynam, SA",Sandy loam over brown clay ,1,121,,71.068,235.2,6,,338,3466.6,0,1,3466.623,Wheat,250
1983,"Hynam, SA",Sandy loam over brown clay ,1,121,,171.616,496.6,0,,341,4178.3,0,1,4178.337,Wheat,250
1984,"Hynam, SA",Sandy loam over brown clay ,1,122,,142.912,483.9,0,,340,4964.5,2,0.81,4021.234,Wheat,250
1985,"Hynam, SA",Sandy loam over brown clay ,1,121,,114.629,392.8,1,,338,5188.2,2,0.72,3735.511,Wheat,250
1986,"Hynam, SA",Sandy loam over brown clay ,1,121,,215.26,485.4,0,,341,5223.1,0,1,5223.077,Wheat,250
1987,"Hynam, SA",Sandy loam over brown clay ,1,121,,156.255,488.4,3,,338,4351.8,0,1,4351.806,Wheat,250
1988,"Hynam, SA",Sandy loam over brown clay ,1,122,,139.526,536.1,1,,331,4495.7,0,1,4495.737,Wheat,250
1989,"Hynam, SA",Sandy loam over brown clay ,1,121,,116.189,492.4,0,,341,5037.2,0,1,5037.237,Wheat,250
1990,"Hynam, SA",Sandy loam over brown clay ,1,121,,127.662,435.2,1,,334,5125.7,1,0.9,4613.121,Wheat,250
1991,"Hynam, SA",Sandy loam over brown clay ,1,121,,125.988,467.1,0,,333,4827.9,0,1,4827.891,Wheat,250
1992,"Hynam, SA",Sandy loam over brown clay ,1,122,,228.6,590.9,0,,344,5439.2,1,0.9,4895.296,Wheat,250
1993,"Hynam, SA",Sandy loam over brown clay ,1,121,,136.736,379.8,0,,334,5924.9,3,0.729,4319.272,Wheat,250
1994,"Hynam, SA",Sandy loam over brown clay ,1,121,,110.886,347.8,0,,339,5602.3,1,0.9,5042.071,Wheat,250
1995,"Hynam, SA",Sandy loam over brown clay ,1,121,,93.253,393.8,0,,336,4082.3,1,0.9,3674.115,Wheat,250
1996,"Hynam, SA",Sandy loam over brown clay ,1,122,,111.593,465.5,1,,338,4835.8,1,0.9,4352.194,Wheat,250
1997,"Hynam, SA",Sandy loam over brown clay ,1,121,,145.186,389.9,1,,335,4948.1,2,0.81,4007.97,Wheat,250
1998,"Hynam, SA",Sandy loam over brown clay ,1,121,,110.163,371.6,1,,337,5744.2,1,0.8,4595.391,Wheat,250
1999,"Hynam, SA",Sandy loam over brown clay ,1,121,,148.726,348.5,0,,330,5002.1,0,1,5002.105,Wheat,250
2000,"Hynam, SA",Sandy loam over brown clay ,1,122,,146.722,430,0,,331,5993.7,2,0.81,4854.925,Wheat,250
2001,"Hynam, SA",Sandy loam over brown clay ,1,121,,169.307,424.7,0,,337,5723.7,2,0.81,4636.211,Wheat,250
2002,"Hynam, SA",Sandy loam over brown clay ,1,121,,109.053,295.8,2,,334,5314.4,0,1,5314.358,Wheat,250
2003,"Hynam, SA",Sandy loam over brown clay ,1,121,,107.879,434.5,3,,341,5561.1,0,1,5561.133,Wheat,250
2004,"Hynam, SA",Sandy loam over brown clay ,1,122,,155.313,468.9,1,,334,4567.8,1,0.8,3654.245,Wheat,250
2005,"Hynam, SA",Sandy loam over brown clay ,1,121,,162.916,366.1,2,,329,6040.3,2,0.81,4892.642,Wheat,250
2006,"Hynam, SA",Sandy loam over brown clay ,1,121,,70.929,158.2,2,,332,2889.5,6,0.262,757.463,Wheat,250
2007,"Hynam, SA",Sandy loam over brown clay ,1,121,,110.08,367.3,1,,330,4696.8,1,0.8,3757.427,Wheat,250
2008,"Hynam, SA",Sandy loam over brown clay ,1,122,,86.145,309.3,3,,336,4266,4,0.583,2487.907,Wheat,250
2009,"Hynam, SA",Sandy loam over brown clay ,1,121,,112.869,385.4,5,,325,5587.8,1,0.9,5029.006,Wheat,250
2010,"Hynam, SA",Sandy loam over brown clay ,1,121,,133.204,385.7,0,,337,5387.5,1,0.9,4848.776,Wheat,250
2011,"Hynam, SA",Sandy loam over brown clay ,1,121,,84.121,329.5,2,,326,4942.3,1,0.9,4448.081,Wheat,250
2012,"Hynam, SA",Sandy loam over brown clay ,1,122,,85.004,329.4,2,,336,4438.8,0,1,4438.833,Wheat,250
2013,"Hynam, SA",Sandy loam over brown clay ,1,121,,162.845,453,0,,330,4489.7,0,1,4489.711,Wheat,250
2014,"Hynam, SA",Sandy loam over brown clay ,1,121,,75.5,255.7,3,,325,2956.2,2,0.81,2394.562,Wheat,250
2015,"Hynam, SA",Sandy loam over brown clay ,1,121,,76.558,243.7,3,,326,3284.3,0,1,3284.342,Wheat,250
2016,"Hynam, SA",Sandy loam over brown clay ,1,122,,127.35,564.1,0,,339,5693.7,1,0.9,5124.347,Wheat,250
2017,"Hynam, SA",Sandy loam over brown clay ,1,121,,133.726,442.9,2,,329,5769.6,0,1,5769.572,Wheat,250
1957,"Laharum, VIC",Crackling Soil,2,161,,23.426,167.9,3,,340,3350.6,0,1,3350.572,Wheat,250
1958,"Laharum, VIC",Crackling Soil,2,161,,131.569,285.9,2,,342,4137,0,1,4136.996,Wheat,250
1959,"Laharum, VIC",Crackling Soil,2,161,,170.02,197.6,1,,333,4110.1,1,0.9,3699.097,Wheat,250
1960,"Laharum, VIC",Crackling Soil,2,162,,273.939,356.3,0,,348,4079.7,0,1,4079.669,Wheat,250
1961,"Laharum, VIC",Crackling Soil,2,161,,196.956,217.3,3,,331,4465.6,0,1,4465.636,Wheat,250
1962,"Laharum, VIC",Crackling Soil,2,161,,256.565,247.3,0,,338,4989.3,0,1,4989.252,Wheat,250
1963,"Laharum, VIC",Crackling Soil,2,161,,180.131,250.3,0,,332,4595.7,0,1,4595.748,Wheat,250
1964,"Laharum, VIC",Crackling Soil,2,162,,344.887,530.9,1,,341,4103.8,0,1,4103.776,Wheat,250
1965,"Laharum, VIC",Crackling Soil,2,161,,186.032,246.3,2,,337,4673.9,0,1,4673.91,Wheat,250
1966,"Laharum, VIC",Crackling Soil,2,161,,247.588,304.3,3,,342,5233.6,0,1,5233.61,Wheat,250
1967,"Laharum, VIC",Crackling Soil,2,161,,121.753,152.4,2,,335,5227.2,0,1,5227.244,Wheat,250
1968,"Laharum, VIC",Crackling Soil,2,162,,273.008,327.9,1,,348,4477.7,0,1,4477.728,Wheat,250
1969,"Laharum, VIC",Crackling Soil,2,161,,202.67,258.8,0,,344,4636.7,0,1,4636.665,Wheat,250
1970,"Laharum, VIC",Crackling Soil,2,161,,235.718,310.6,0,,345,5016.3,0,1,5016.348,Wheat,250
1971,"Laharum, VIC",Crackling Soil,2,161,,308.42,393.8,0,,348,5164.2,0,1,5164.164,Wheat,250
1972,"Laharum, VIC",Crackling Soil,2,162,,134.449,256.9,0,,338,4857.8,0,1,4857.822,Wheat,250
1973,"Laharum, VIC",Crackling Soil,2,161,,296.545,426.9,0,,340,4379.6,0,1,4379.649,Wheat,250
1974,"Laharum, VIC",Crackling Soil,2,161,,242.147,375.8,0,,347,4601.2,0,1,4601.164,Wheat,250
1975,"Laharum, VIC",Crackling Soil,2,161,,327.467,434.8,0,,336,4663.3,0,1,4663.275,Wheat,250
1976,"Laharum, VIC",Crackling Soil,2,162,,232.345,288.8,0,,347,5833.8,0,1,5833.839,Wheat,250
1977,"Laharum, VIC",Crackling Soil,2,161,,147.35,220.1,3,,340,5024.8,0,1,5024.833,Wheat,250
1978,"Laharum, VIC",Crackling Soil,2,161,,279.687,364.7,1,,343,4268.3,0,1,4268.271,Wheat,250
1979,"Laharum, VIC",Crackling Soil,2,161,,255.939,388.5,1,,340,4969.2,0,1,4969.156,Wheat,250
1980,"Laharum, VIC",Crackling Soil,2,162,,257.876,341.2,3,,337,5261.3,0,1,5261.313,Wheat,250
1981,"Laharum, VIC",Crackling Soil,2,161,,200.391,432,0,,339,4665.2,0,1,4665.244,Wheat,250
1982,"Laharum, VIC",Crackling Soil,2,161,,106.937,105.8,8,,336,4208.9,0,1,4208.891,Wheat,250
1983,"Laharum, VIC",Crackling Soil,2,161,,325.685,377.9,0,,345,3843.2,0,1,3843.235,Wheat,250
1984,"Laharum, VIC",Crackling Soil,2,162,,214.906,353.9,1,,344,4620.1,0,1,4620.142,Wheat,250
1985,"Laharum, VIC",Crackling Soil,2,161,,229.021,274,0,,340,4955.2,2,0.81,4013.698,Wheat,250
1986,"Laharum, VIC",Crackling Soil,2,161,,302.301,441.3,0,,346,5198.3,0,1,5198.295,Wheat,250
1987,"Laharum, VIC",Crackling Soil,2,161,,234.521,334.9,6,,342,4878.7,0,1,4878.672,Wheat,250
1988,"Laharum, VIC",Crackling Soil,2,162,,210.884,309.3,1,,337,4840.2,0,1,4840.25,Wheat,250
1989,"Laharum, VIC",Crackling Soil,2,161,,209.817,351.5,1,,343,4874,0,1,4874.039,Wheat,250
1990,"Laharum, VIC",Crackling Soil,2,161,,188.781,325.3,4,,336,4817.5,0,1,4817.463,Wheat,250
1991,"Laharum, VIC",Crackling Soil,2,161,,200.551,374.2,1,,341,4634.2,0,1,4634.178,Wheat,250
1992,"Laharum, VIC",Crackling Soil,2,162,,338.408,488.3,0,,348,4743.2,0,1,4743.178,Wheat,250
1993,"Laharum, VIC",Crackling Soil,2,161,,268.236,409.2,0,,340,5022.8,0,1,5022.85,Wheat,250
1994,"Laharum, VIC",Crackling Soil,2,161,,142.662,202.1,2,,345,5892.1,0,1,5892.136,Wheat,250
1995,"Laharum, VIC",Crackling Soil,2,161,,186.869,282.1,0,,346,4462.9,1,0.9,4016.631,Wheat,250
1996,"Laharum, VIC",Crackling Soil,2,162,,219.661,442.1,0,,346,4473.6,2,0.81,3623.645,Wheat,250
1997,"Laharum, VIC",Crackling Soil,2,161,,173.589,273.3,1,,343,5609.5,0,1,5609.468,Wheat,250
1998,"Laharum, VIC",Crackling Soil,2,161,,242.014,319,0,,345,4973.5,3,0.648,3222.823,Wheat,250
1999,"Laharum, VIC",Crackling Soil,2,161,,176.623,235.3,0,,338,5488.4,2,0.81,4445.634,Wheat,250
2000,"Laharum, VIC",Crackling Soil,2,162,,165.483,231.8,1,,339,5495.1,2,0.81,4450.997,Wheat,250
2001,"Laharum, VIC",Crackling Soil,2,161,,283.594,324.5,0,,343,5247,1,0.9,4722.259,Wheat,250
2002,"Laharum, VIC",Crackling Soil,2,161,,140.324,183.4,2,,337,5650,0,1,5650.022,Wheat,250
2003,"Laharum, VIC",Crackling Soil,2,161,,175.53,279.5,3,,346,5304.5,1,0.9,4774.026,Wheat,250
2004,"Laharum, VIC",Crackling Soil,2,162,,195.806,272.9,1,,341,5202.6,1,0.9,4682.384,Wheat,250
2005,"Laharum, VIC",Crackling Soil,2,161,,277.994,350.6,1,,337,5461.8,0,1,5461.791,Wheat,250
2006,"Laharum, VIC",Crackling Soil,2,161,,109.568,128.1,0,,335,5408,5,0.467,2523.134,Wheat,250
2007,"Laharum, VIC",Crackling Soil,2,161,,141.444,196.3,2,,335,5111.4,0,1,5111.354,Wheat,250
2008,"Laharum, VIC",Crackling Soil,2,162,,122.675,201.1,6,,342,4774.8,1,0.9,4297.292,Wheat,250
2009,"Laharum, VIC",Crackling Soil,2,161,,241.187,310.1,10,,333,4914.3,0,1,4914.326,Wheat,250
2010,"Laharum, VIC",Crackling Soil,2,161,,295.237,496.6,3,,342,5478.9,0,1,5478.915,Wheat,250
2011,"Laharum, VIC",Crackling Soil,2,161,,149.07,255.6,1,,333,6177.4,1,0.9,5559.652,Wheat,250
2012,"Laharum, VIC",Crackling Soil,2,162,,126.42,260.7,2,,340,4845.9,1,0.9,4361.33,Wheat,250
2013,"Laharum, VIC",Crackling Soil,2,161,,251.699,328.1,1,,337,4087.3,2,0.81,3310.677,Wheat,250
2014,"Laharum, VIC",Crackling Soil,2,161,,113.328,166.4,4,,333,4706.5,1,0.8,3765.199,Wheat,250
2015,"Laharum, VIC",Crackling Soil,2,161,,93.776,143.6,4,,331,3417.4,0,1,3417.375,Wheat,250
2016,"Laharum, VIC",Crackling Soil,2,162,,239.762,406.5,3,,347,4379.2,2,0.81,3547.138,Wheat,250
2017,"Laharum, VIC",Crackling Soil,2,161,,181.088,284.1,4,,334,5046.7,0,1,5046.733,Wheat,250
1957,"Wyntoon, QLD",Black Vertosol,2,161,,17.821,93.3,4,,283,2357.3,0,1,2357.253,Wheat,250
1958,"Wyntoon, QLD",Black Vertosol,2,161,,72.234,40.1,2,,280,2232.2,0,1,2232.2,Wheat,250
1959,"Wyntoon, QLD",Black Vertosol,2,161,,57.67,36.1,4,,281,2387.2,0,1,2387.248,Wheat,250
1960,"Wyntoon, QLD",Black Vertosol,2,162,,82.322,33.6,4,,287,2500.6,0,1,2500.623,Wheat,250
1961,"Wyntoon, QLD",Black Vertosol,2,161,,161.784,43.1,1,,286,3413.9,0,1,3413.89,Wheat,250
1962,"Wyntoon, QLD",Black Vertosol,2,161,,165.521,37.3,0,,280,4274.1,0,1,4274.113,Wheat,250
1963,"Wyntoon, QLD",Black Vertosol,2,161,,158.286,51.3,2,,285,4136.7,0,1,4136.72,Wheat,250
1964,"Wyntoon, QLD",Black Vertosol,2,162,,162.177,80.8,2,,281,1374.4,0,1,1374.354,Wheat,250
1965,"Wyntoon, QLD",Black Vertosol,2,161,,118.946,32.2,1,,282,1883.5,0,1,1883.506,Wheat,250
1966,"Wyntoon, QLD",Black Vertosol,2,161,,148.769,199.9,1,,285,5793,0,1,5792.973,Wheat,250
1967,"Wyntoon, QLD",Black Vertosol,2,161,,115.589,71.6,1,,284,2560.7,0,1,2560.704,Wheat,250
1968,"Wyntoon, QLD",Black Vertosol,2,162,,141.569,131.1,0,,286,5284.3,0,1,5284.315,Wheat,250
1969,"Wyntoon, QLD",Black Vertosol,2,161,,116.154,25.9,2,,276,600.3,0,1,600.294,Wheat,250
1970,"Wyntoon, QLD",Black Vertosol,2,161,,122.097,62.7,2,,281,1447.6,0,1,1447.61,Wheat,250
1971,"Wyntoon, QLD",Black Vertosol,2,161,,104.304,70.7,2,,279,2461.3,0,1,2461.349,Wheat,250
1972,"Wyntoon, QLD",Black Vertosol,2,162,,99.167,0,0,,280,1292.1,0,1,1292.137,Wheat,250
1973,"Wyntoon, QLD",Black Vertosol,2,161,,249.344,156.1,0,,274,2654.2,0,1,2654.225,Wheat,250
1974,"Wyntoon, QLD",Black Vertosol,2,161,,184.396,132.8,1,,284,5153.3,0,1,5153.348,Wheat,250
1975,"Wyntoon, QLD",Black Vertosol,2,161,,179.872,48.5,4,,276,4211.2,0,1,4211.229,Wheat,250
1976,"Wyntoon, QLD",Black Vertosol,2,162,,160.692,71.7,0,,285,4267.7,0,1,4267.663,Wheat,250
1977,"Wyntoon, QLD",Black Vertosol,2,161,,157,8.6,1,,282,3364.1,0,1,3364.083,Wheat,250
1978,"Wyntoon, QLD",Black Vertosol,2,161,,193.258,223.1,0,,285,4912,0,1,4911.986,Wheat,250
1979,"Wyntoon, QLD",Black Vertosol,2,161,,142.906,34.9,0,,277,2924.5,0,1,2924.524,Wheat,250
1980,"Wyntoon, QLD",Black Vertosol,2,162,,163.188,42.7,6,,278,4284.9,0,1,4284.916,Wheat,250
1981,"Wyntoon, QLD",Black Vertosol,2,161,,164.779,52.7,2,,280,4620.3,0,1,4620.311,Wheat,250
1982,"Wyntoon, QLD",Black Vertosol,2,161,,130.462,26,2,,284,1938.7,0,1,1938.677,Wheat,250
1983,"Wyntoon, QLD",Black Vertosol,2,161,,168.635,87,6,,278,5085.8,0,1,5085.821,Wheat,250
1984,"Wyntoon, QLD",Black Vertosol,2,162,,143.79,250.4,0,,283,4364.5,0,1,4364.488,Wheat,250
1985,"Wyntoon, QLD",Black Vertosol,2,161,,119.084,79.6,3,,282,2707.4,0,1,2707.449,Wheat,250
1986,"Wyntoon, QLD",Black Vertosol,2,161,,168.086,133.9,4,,277,1942.5,0,1,1942.536,Wheat,250
1987,"Wyntoon, QLD",Black Vertosol,2,161,,128.101,77.3,0,,280,3223.2,0,1,3223.242,Wheat,250
1988,"Wyntoon, QLD",Black Vertosol,2,162,,164.575,104.6,0,,279,4873.4,0,1,4873.392,Wheat,250
1989,"Wyntoon, QLD",Black Vertosol,2,161,,155.961,52.6,7,,285,3557.5,0,1,3557.483,Wheat,250
1990,"Wyntoon, QLD",Black Vertosol,2,161,,162.499,24.6,0,,284,3245.4,0,1,3245.436,Wheat,250
1991,"Wyntoon, QLD",Black Vertosol,2,161,,158.328,30.3,4,,276,3516.6,0,1,3516.601,Wheat,250
1992,"Wyntoon, QLD",Black Vertosol,2,162,,126.25,34.5,2,,280,1716.6,0,1,1716.57,Wheat,250
1993,"Wyntoon, QLD",Black Vertosol,2,161,,168.923,122,0,,273,1419.6,0,1,1419.581,Wheat,250
1994,"Wyntoon, QLD",Black Vertosol,2,161,,137.237,4.7,3,,280,2476.4,0,1,2476.361,Wheat,250
1995,"Wyntoon, QLD",Black Vertosol,2,161,,120.863,29.8,1,,277,1401.8,0,1,1401.766,Wheat,250
1996,"Wyntoon, QLD",Black Vertosol,2,162,,219.748,159.4,5,,278,3293.7,0,1,3293.656,Wheat,250
1997,"Wyntoon, QLD",Black Vertosol,2,161,,161.287,37.3,4,,276,3769.4,0,1,3769.439,Wheat,250
1998,"Wyntoon, QLD",Black Vertosol,2,161,,426.157,320.9,0,,273,3292.7,0,1,3292.702,Wheat,250
1999,"Wyntoon, QLD",Black Vertosol,2,161,,165.584,32.2,0,,276,4096,0,1,4095.969,Wheat,250
2000,"Wyntoon, QLD",Black Vertosol,2,162,,153.593,51.2,2,,277,3906.4,0,1,3906.361,Wheat,250
2001,"Wyntoon, QLD",Black Vertosol,2,161,,161.782,57.8,0,,275,4374.5,0,1,4374.461,Wheat,250
2002,"Wyntoon, QLD",Black Vertosol,2,161,,133.645,28.2,1,,276,2895.4,0,1,2895.432,Wheat,250
2003,"Wyntoon, QLD",Black Vertosol,2,161,,118.675,53.2,5,,272,2340.7,0,1,2340.68,Wheat,250
2004,"Wyntoon, QLD",Black Vertosol,2,162,,108.583,15.8,0,,276,1379.6,0,1,1379.648,Wheat,250
2005,"Wyntoon, QLD",Black Vertosol,2,161,,135.158,124.1,0,,274,4151,0,1,4150.994,Wheat,250
2006,"Wyntoon, QLD",Black Vertosol,2,161,,114.895,71.6,0,,273,2217.5,0,1,2217.461,Wheat,250
2007,"Wyntoon, QLD",Black Vertosol,2,161,,143.846,124.1,3,,280,3854.4,0,1,3854.368,Wheat,250
2008,"Wyntoon, QLD",Black Vertosol,2,162,,181.739,121,1,,279,5346.7,0,1,5346.727,Wheat,250
2009,"Wyntoon, QLD",Black Vertosol,2,161,,161.484,0,5,,270,3232.8,0,1,3232.755,Wheat,250
2010,"Wyntoon, QLD",Black Vertosol,2,161,,442.983,317.4,1,,275,3171.9,0,1,3171.942,Wheat,250
2011,"Wyntoon, QLD",Black Vertosol,2,161,,176.109,50.8,1,,283,3495.6,0,1,3495.627,Wheat,250
2012,"Wyntoon, QLD",Black Vertosol,2,162,,160.263,81.4,4,,282,4265.8,0,1,4265.772,Wheat,250
2013,"Wyntoon, QLD",Black Vertosol,2,161,,133.438,0.1,5,,272,2432.4,0,1,2432.387,Wheat,250
2014,"Wyntoon, QLD",Black Vertosol,2,161,,167.677,110,0,,279,1428.6,0,1,1428.591,Wheat,250
2015,"Wyntoon, QLD",Black Vertosol,2,161,,110.77,66.4,0,,274,2413.9,0,1,2413.874,Wheat,250
2016,"Wyntoon, QLD",Black Vertosol,2,162,,186.672,250.5,0,,276,2617.6,0,1,2617.614,Wheat,250
2017,"Wyntoon, QLD",Black Vertosol,2,161,,107.693,7,2,,269,2536.2,0,1,2536.227,Wheat,250
1957,"Orion, QLD",Black Vertosol,2,161,,0.564,84.4,4,,286,925.5,0,1,925.482,Wheat,250
1958,"Orion, QLD",Black Vertosol,2,161,,1.405,59.2,1,,282,919.7,1,0.9,827.769,Wheat,250
1959,"Orion, QLD",Black Vertosol,2,161,,2.868,55.2,3,,284,2219.1,0,1,2219.117,Wheat,250
1960,"Orion, QLD",Black Vertosol,2,162,,2.788,54.4,2,,289,2113.4,0,1,2113.393,Wheat,250
1961,"Orion, QLD",Black Vertosol,2,161,,8.925,82,0,,289,1926.8,0,1,1926.756,Wheat,250
1962,"Orion, QLD",Black Vertosol,2,161,,2.845,62.5,0,,283,3113.7,0,1,3113.709,Wheat,250
1963,"Orion, QLD",Black Vertosol,2,161,,2.829,55.9,2,,288,2487.9,0,1,2487.922,Wheat,250
1964,"Orion, QLD",Black Vertosol,2,162,,51.162,131.4,2,,284,1394.1,0,1,1394.136,Wheat,250
1965,"Orion, QLD",Black Vertosol,2,161,,2.735,28.1,1,,284,1063.9,0,1,1063.859,Wheat,250
1966,"Orion, QLD",Black Vertosol,2,161,,3.552,219.6,0,,288,5999.5,0,1,5999.467,Wheat,250
1967,"Orion, QLD",Black Vertosol,2,161,,2.827,69.7,3,,287,2307.9,0,1,2307.872,Wheat,250
1968,"Orion, QLD",Black Vertosol,2,162,,2.871,100.5,0,,289,3755.6,0,1,3755.606,Wheat,250
1969,"Orion, QLD",Black Vertosol,2,161,,2.871,9.5,1,,280,38.6,0,1,38.602,Wheat,250
1970,"Orion, QLD",Black Vertosol,2,161,,6.244,76.5,1,,285,637.1,0,1,637.063,Wheat,250
1971,"Orion, QLD",Black Vertosol,2,161,,2.949,99.6,4,,284,4676.3,0,1,4676.251,Wheat,250
1972,"Orion, QLD",Black Vertosol,2,162,,2.778,0,2,,283,1475,0,1,1474.963,Wheat,250
1973,"Orion, QLD",Black Vertosol,2,161,,60.841,156.3,0,,277,2911.7,0,1,2911.685,Wheat,250
1974,"Orion, QLD",Black Vertosol,2,161,,2.836,145.5,1,,288,4986.7,0,1,4986.722,Wheat,250
1975,"Orion, QLD",Black Vertosol,2,161,,3.008,93.2,5,,281,4494.3,0,1,4494.344,Wheat,250
1976,"Orion, QLD",Black Vertosol,2,162,,2.809,111.4,0,,289,3569.2,0,1,3569.226,Wheat,250
1977,"Orion, QLD",Black Vertosol,2,161,,2.775,28.9,1,,286,1830.5,0,1,1830.477,Wheat,250
1978,"Orion, QLD",Black Vertosol,2,161,,4.283,302.3,0,,289,5040.9,0,1,5040.879,Wheat,250
1979,"Orion, QLD",Black Vertosol,2,161,,2.771,67.6,0,,280,1224.9,0,1,1224.853,Wheat,250
1980,"Orion, QLD",Black Vertosol,2,162,,2.88,53,7,,281,2991.3,0,1,2991.294,Wheat,250
1981,"Orion, QLD",Black Vertosol,2,161,,2.87,80.4,5,,283,2961.2,0,1,2961.16,Wheat,250
1982,"Orion, QLD",Black Vertosol,2,161,,2.718,29.4,3,,288,1115,0,1,1114.954,Wheat,250
1983,"Orion, QLD",Black Vertosol,2,161,,2.907,89.4,5,,282,3547.7,0,1,3547.708,Wheat,250
1984,"Orion, QLD",Black Vertosol,2,162,,2.971,237.9,0,,287,5192.8,0,1,5192.848,Wheat,250
1985,"Orion, QLD",Black Vertosol,2,161,,2.835,101.3,4,,286,2891.1,0,1,2891.064,Wheat,250
1986,"Orion, QLD",Black Vertosol,2,161,,7.955,144,2,,280,2268,0,1,2268.031,Wheat,250
1987,"Orion, QLD",Black Vertosol,2,161,,2.801,47.7,0,,285,1209.7,0,1,1209.675,Wheat,250
1988,"Orion, QLD",Black Vertosol,2,162,,2.992,122.8,0,,282,5136.4,0,1,5136.395,Wheat,250
1989,"Orion, QLD",Black Vertosol,2,161,,2.817,49,8,,289,2151.6,0,1,2151.634,Wheat,250
1990,"Orion, QLD",Black Vertosol,2,161,,2.752,9.4,0,,288,1638.7,0,1,1638.688,Wheat,250
1991,"Orion, QLD",Black Vertosol,2,161,,2.804,24.2,6,,280,1752.4,0,1,1752.358,Wheat,250
1992,"Orion, QLD",Black Vertosol,2,162,,2.848,47,3,,284,2482.6,0,1,2482.599,Wheat,250
1993,"Orion, QLD",Black Vertosol,2,161,,35.801,149.5,3,,277,3923.3,0,1,3923.271,Wheat,250
1994,"Orion, QLD",Black Vertosol,2,161,,2.784,12.4,4,,285,1546.4,0,1,1546.386,Wheat,250
1995,"Orion, QLD",Black Vertosol,2,161,,2.936,32.4,1,,281,540.8,2,0.81,438.019,Wheat,250
1996,"Orion, QLD",Black Vertosol,2,162,,46.724,127.8,5,,281,3357.8,0,1,3357.757,Wheat,250
1997,"Orion, QLD",Black Vertosol,2,161,,2.873,20.6,5,,279,2361.1,0,1,2361.057,Wheat,250
