year,location,Soil,cultivar,sowing date,sowing configuration,esw,gsr,nheat,nheat2,Maturity Date,yield,nfrost,multiplier,frost yield,crop,crop price
2001,"Kupunn, QLD",Grey Vertosol,Medium,336,solid,136.2,302.2,5,0,,3153.5,,0.976,3153.5,Sorghum,240
2002,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,120.2,147,4,0,,2715.3,,0.908,2715.3,Sorghum,240
2003,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,163.2,330.2,4,0,,4768.9,,0.894,4768.9,Sorghum,240
2004,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,139.3,393.5,0,0,,6967.6,,0.947,6967.6,Sorghum,240
2005,"Kupunn, QLD",Grey Vertosol,Medium,336,solid,115.4,170.3,4,1,,576.8,,0.896,576.8,Sorghum,240
2006,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,126,156.7,3,1,,2724.7,,1,2724.7,Sorghum,240
2007,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,122.4,184.8,0,0,,0,,0.95,0,Sorghum,240
2008,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,157.7,273.7,0,0,,7360.5,,1,7360.5,Sorghum,240
2009,"Kupunn, QLD",Grey Vertosol,Medium,336,solid,125.2,202,3,0,,4748.2,,0.968,4748.2,Sorghum,240
2010,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,218.5,419.1,3,0,,4487.1,,0.862,4487.1,Sorghum,240
2011,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,205.9,615.9,3,0,,5887.1,,1,5887.1,Sorghum,240
2012,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,131.1,216.4,2,0,,5282.5,,1,5282.5,Sorghum,240
2013,"Kupunn, QLD",Grey Vertosol,Medium,336,solid,226.2,495.3,0,0,,6811.8,,0.839,6811.8,Sorghum,240
2014,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,120.9,69.1,3,1,,1406,,0.848,1406,Sorghum,240
2015,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,123.9,344.4,2,0,,5732.5,,0.969,5732.5,Sorghum,240
2016,"Kupunn, QLD",Grey Vertosol,Medium,335,solid,111.9,167.9,0,0,,1855.7,,0.968,1855.7,Sorghum,240
2017,"Kupunn, QLD",Grey Vertosol,Medium,336,solid,251.2,343.6,2,0,,1911.5,,0.749,1911.5,Sorghum,240
1958,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,113.2,252.2,5,3,,3087.1,,0.642,3087.1,Sorghum,240
1959,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,143,507.9,0,0,,7382.4,,0.943,7382.4,Sorghum,240
1960,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,186.8,284,5,5,,2622.2,,1,2622.2,Sorghum,240
1961,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,196.4,239.6,3,1,,1868.8,,0.851,1868.8,Sorghum,240
1962,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,264.7,553.1,2,0,,5201.4,,1,5201.4,Sorghum,240
1963,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,209.5,342.8,3,1,,4393.1,,1,4393.1,Sorghum,240
1964,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,168.6,168.8,5,0,,2604.5,,0.634,2604.5,Sorghum,240
1965,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,141,122.9,3,1,,976.6,,0.822,976.6,Sorghum,240
1966,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,135.1,225.8,0,0,,2451.2,,0.913,2451.2,Sorghum,240
1967,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,146.6,212.2,1,1,,3718.1,,0.699,3718.1,Sorghum,240
1968,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,200.6,346.1,4,2,,5418,,1,5418,Sorghum,240
1969,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,135.5,140.2,6,5,,1001.9,,0.909,1001.9,Sorghum,240
1970,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,159.2,194.7,2,0,,3270.1,,0.705,3270.1,Sorghum,240
1971,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,240.3,526.7,3,0,,7684.2,,0.955,7684.2,Sorghum,240
1972,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,168.7,384.9,0,0,,6653.9,,1,6653.9,Sorghum,240
1973,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,163.9,234.8,5,5,,5045.1,,1,5045.1,Sorghum,240
1974,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,167.9,253.7,1,0,,5935.5,,1,5935.5,Sorghum,240
1975,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,192.4,320.5,1,0,,5558.6,,0.942,5558.6,Sorghum,240
1976,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,182.1,305.2,0,0,,6785.2,,0.969,6785.2,Sorghum,240
1977,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,219.1,274.2,3,1,,2748.9,,0.968,2748.9,Sorghum,240
1978,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,181,324.7,0,0,,6328,,0.856,6328,Sorghum,240
1979,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,252.6,273.6,1,0,,2976.2,,0.742,2976.2,Sorghum,240
1980,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,146.3,104.6,1,0,,1549.3,,0.653,1549.3,Sorghum,240
1981,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,134.6,189.2,6,3,,2245.5,,1,2245.5,Sorghum,240
1982,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,176.2,305.1,2,0,,5801.6,,0.993,5801.6,Sorghum,240
1983,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,148.7,193.3,4,1,,516.5,,0.981,516.5,Sorghum,240
1984,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,169.9,305,4,0,,6488.1,,1,6488.1,Sorghum,240
1985,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,165.1,315.3,1,0,,4140.9,,0.942,4140.9,Sorghum,240
1986,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,150.9,211.2,5,2,,2798.7,,0.876,2798.7,Sorghum,240
1987,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,137.1,193.5,6,0,,2275.2,,0.781,2275.2,Sorghum,240
1988,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,271.2,434.3,1,0,,2322.3,,0.989,2322.3,Sorghum,240
1989,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,185.2,244.3,2,2,,4849.3,,0.962,4849.3,Sorghum,240
1990,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,157.5,82.1,6,3,,1272.4,,0.883,1272.4,Sorghum,240
1991,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,162.4,240.5,3,2,,4240.7,,0.952,4240.7,Sorghum,240
1992,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,143.2,321.8,5,0,,2026.5,,0.771,2026.5,Sorghum,240
1993,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,131.8,81.5,0,0,,0,,0.877,0,Sorghum,240
1994,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,175.7,421,1,0,,5810.3,,0.867,5810.3,Sorghum,240
1995,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,126.3,243.7,4,0,,4984.7,,0.992,4984.7,Sorghum,240
1996,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,162.1,291.3,4,3,,3617.9,,1,3617.9,Sorghum,240
1997,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,180.8,303.9,0,0,,6352.8,,0.99,6352.8,Sorghum,240
1998,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,146.9,262.4,5,4,,4987.9,,0.935,4987.9,Sorghum,240
1999,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,170.6,213.8,0,0,,3986.7,,0.973,3986.7,Sorghum,240
2000,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,153.8,335.2,2,0,,6028.9,,0.893,6028.9,Sorghum,240
2001,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,159.4,127.9,1,0,,2023.2,,0.701,2023.2,Sorghum,240
2002,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,149.8,211.7,5,3,,3947.5,,0.915,3947.5,Sorghum,240
2003,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,139.7,172.4,0,0,,1031.4,,0.864,1031.4,Sorghum,240
2004,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,190.2,424,0,0,,7142.3,,0.97,7142.3,Sorghum,240
2005,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,158,164.3,4,2,,1168,,0.902,1168,Sorghum,240
2006,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,156.8,154.9,5,3,,1748.2,,0.92,1748.2,Sorghum,240
2007,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,135.1,203.5,0,0,,2169.7,,0.91,2169.7,Sorghum,240
2008,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,178.4,338.4,0,0,,7340.9,,1,7340.9,Sorghum,240
2009,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,167.8,222.9,4,0,,4610.2,,0.929,4610.2,Sorghum,240
2010,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,269.4,475.7,1,0,,4223.5,,0.886,4223.5,Sorghum,240
2011,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,179.9,419.4,6,0,,5235.8,,1,5235.8,Sorghum,240
2012,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,186,431.4,2,0,,6932,,1,6932,Sorghum,240
2013,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,180.6,255.3,0,0,,3513.5,,0.534,3513.5,Sorghum,240
2014,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,137.1,39,0,0,,0,,0.89,0,Sorghum,240
2015,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,143.8,225.2,2,0,,2982.4,,0.989,2982.4,Sorghum,240
2016,"Wallumbilla, QLD",Grey Vertosol,Medium,335,solid,131.4,234.9,0,0,,2958.5,,0.856,2958.5,Sorghum,240
2017,"Wallumbilla, QLD",Grey Vertosol,Medium,336,solid,180.7,218.5,5,5,,1810.2,,0.622,1810.2,Sorghum,240
1958,"Banana, QLD",Grey Vertosol,Medium,335,solid,83.8,349.2,3,1,,6643.1,,0.899,6643.1,Sorghum,240
1959,"Banana, QLD",Grey Vertosol,Medium,335,solid,165.7,443.8,0,0,,7153.7,,1,7153.7,Sorghum,240
1960,"Banana, QLD",Grey Vertosol,Medium,335,solid,178.4,375.9,3,0,,6838.8,,1,6838.8,Sorghum,240
1961,"Banana, QLD",Grey Vertosol,Medium,336,solid,165.2,315.8,3,2,,7422.2,,1,7422.2,Sorghum,240
1962,"Banana, QLD",Grey Vertosol,Medium,335,solid,101.6,215.2,1,0,,6447.8,,1,6447.8,Sorghum,240
1963,"Banana, QLD",Grey Vertosol,Medium,335,solid,58.8,238.4,1,0,,5800.2,,1,5800.2,Sorghum,240
1964,"Banana, QLD",Grey Vertosol,Medium,335,solid,38,203.3,2,0,,4023.3,,0.935,4023.3,Sorghum,240
1965,"Banana, QLD",Grey Vertosol,Medium,336,solid,23.6,206.5,4,0,,2805.1,,0.895,2805.1,Sorghum,240
1966,"Banana, QLD",Grey Vertosol,Medium,335,solid,22,154.5,1,0,,3714.7,,0.995,3714.7,Sorghum,240
1967,"Banana, QLD",Grey Vertosol,Medium,335,solid,46.8,379.5,0,0,,6819.6,,0.845,6819.6,Sorghum,240
1968,"Banana, QLD",Grey Vertosol,Medium,335,solid,66,351.9,5,1,,7442.4,,1,7442.4,Sorghum,240
1969,"Banana, QLD",Grey Vertosol,Medium,336,solid,28.7,84.8,6,1,,2970,,0.876,2970,Sorghum,240
1970,"Banana, QLD",Grey Vertosol,Medium,335,solid,41.7,303,3,0,,3630.3,,1,3630.3,Sorghum,240
1971,"Banana, QLD",Grey Vertosol,Medium,335,solid,132.2,419.3,2,0,,5493.1,,0.993,5493.1,Sorghum,240
1972,"Banana, QLD",Grey Vertosol,Medium,335,solid,74.8,336.8,1,0,,7090.6,,1,7090.6,Sorghum,240
1973,"Banana, QLD",Grey Vertosol,Medium,336,solid,33.4,176.4,5,1,,5018.2,,0.998,5018.2,Sorghum,240
1974,"Banana, QLD",Grey Vertosol,Medium,335,solid,114.7,458.4,0,0,,6119.1,,1,6119.1,Sorghum,240
1975,"Banana, QLD",Grey Vertosol,Medium,335,solid,89.5,292.2,1,0,,7111.1,,1,7111.1,Sorghum,240
1976,"Banana, QLD",Grey Vertosol,Medium,335,solid,107.2,273.3,1,0,,5937.9,,1,5937.9,Sorghum,240
1977,"Banana, QLD",Grey Vertosol,Medium,336,solid,114.6,270.8,4,0,,4635.9,,0.958,4635.9,Sorghum,240
1978,"Banana, QLD",Grey Vertosol,Medium,335,solid,61.3,292.4,0,0,,7253.4,,0.987,7253.4,Sorghum,240
1979,"Banana, QLD",Grey Vertosol,Medium,335,solid,75.8,200.6,2,0,,6196.5,,0.865,6196.5,Sorghum,240
1980,"Banana, QLD",Grey Vertosol,Medium,335,solid,67.7,360,4,0,,7013.1,,0.953,7013.1,Sorghum,240
1981,"Banana, QLD",Grey Vertosol,Medium,336,solid,100.7,443,3,1,,7345.1,,1,7345.1,Sorghum,240
1982,"Banana, QLD",Grey Vertosol,Medium,335,solid,130,310.3,5,2,,5603,,0.944,5603,Sorghum,240
1983,"Banana, QLD",Grey Vertosol,Medium,335,solid,21.3,203.8,4,0,,1393.1,,0.888,1393.1,Sorghum,240
1984,"Banana, QLD",Grey Vertosol,Medium,335,solid,90.7,264,1,0,,7354.5,,0.992,7354.5,Sorghum,240
1985,"Banana, QLD",Grey Vertosol,Medium,336,solid,62.5,327.8,4,0,,6349.8,,0.94,6349.8,Sorghum,240
1986,"Banana, QLD",Grey Vertosol,Medium,335,solid,33.5,298.6,2,0,,6363.7,,1,6363.7,Sorghum,240
1987,"Banana, QLD",Grey Vertosol,Medium,335,solid,28.3,138.9,6,0,,3937.1,,0.839,3937.1,Sorghum,240
1988,"Banana, QLD",Grey Vertosol,Medium,335,solid,33.7,197,4,0,,4284.1,,0.847,4284.1,Sorghum,240
1989,"Banana, QLD",Grey Vertosol,Medium,336,solid,58.7,314.2,0,0,,5328.6,,0.983,5328.6,Sorghum,240
1990,"Banana, QLD",Grey Vertosol,Medium,335,solid,18.1,96.2,5,5,,1073.1,,0.905,1073.1,Sorghum,240
1991,"Banana, QLD",Grey Vertosol,Medium,335,solid,32.5,288.8,0,0,,5378.2,,0.983,5378.2,Sorghum,240
1992,"Banana, QLD",Grey Vertosol,Medium,335,solid,37.2,497.3,4,0,,5752.4,,0.899,5752.4,Sorghum,240
1993,"Banana, QLD",Grey Vertosol,Medium,336,solid,23.6,189.2,6,3,,4588.9,,1,4588.9,Sorghum,240
1994,"Banana, QLD",Grey Vertosol,Medium,335,solid,154.2,394.7,0,0,,1980.7,,0.968,1980.7,Sorghum,240
1995,"Banana, QLD",Grey Vertosol,Medium,335,solid,19.9,121.5,6,2,,2841.5,,0.975,2841.5,Sorghum,240
1996,"Banana, QLD",Grey Vertosol,Medium,335,solid,19.7,276,5,3,,2799.9,,1,2799.9,Sorghum,240
1997,"Banana, QLD",Grey Vertosol,Medium,336,solid,112,413.5,2,1,,6845,,0.973,6845,Sorghum,240
1998,"Banana, QLD",Grey Vertosol,Medium,335,solid,20.3,118.9,5,3,,3768.8,,0.99,3768.8,Sorghum,240
1999,"Banana, QLD",Grey Vertosol,Medium,335,solid,143.1,429.7,1,0,,7540.4,,1,7540.4,Sorghum,240
2000,"Banana, QLD",Grey Vertosol,Medium,335,solid,41.4,213.9,4,0,,5966,,0.881,5966,Sorghum,240
2001,"Banana, QLD",Grey Vertosol,Medium,336,solid,52.3,197.4,0,0,,2601,,0.957,2601,Sorghum,240
2002,"Banana, QLD",Grey Vertosol,Medium,335,solid,24.9,228,5,2,,1704.8,,0.891,1704.8,Sorghum,240
2003,"Banana, QLD",Grey Vertosol,Medium,335,solid,188.7,470.2,2,0,,2689.4,,0.962,2689.4,Sorghum,240
2004,"Banana, QLD",Grey Vertosol,Medium,335,solid,53.1,407.6,5,2,,7125.3,,0.928,7125.3,Sorghum,240
2005,"Banana, QLD",Grey Vertosol,Medium,336,solid,45.4,302.4,5,2,,4658.4,,0.95,4658.4,Sorghum,240
2006,"Banana, QLD",Grey Vertosol,Medium,335,solid,26.7,136.7,5,5,,2605.6,,0.975,2605.6,Sorghum,240
2007,"Banana, QLD",Grey Vertosol,Medium,335,solid,27.3,205.5,0,0,,2941,,0.938,2941,Sorghum,240
2008,"Banana, QLD",Grey Vertosol,Medium,335,solid,55.7,280.9,3,0,,6030.8,,0.997,6030.8,Sorghum,240
2009,"Banana, QLD",Grey Vertosol,Medium,336,solid,66.8,296.3,1,0,,6535.7,,0.965,6535.7,Sorghum,240
2010,"Banana, QLD",Grey Vertosol,Medium,335,solid,115.9,412.1,3,0,,4701.8,,0.971,4701.8,Sorghum,240
2011,"Banana, QLD",Grey Vertosol,Medium,335,solid,117.8,534.1,2,0,,7033.2,,1,7033.2,Sorghum,240
2012,"Banana, QLD",Grey Vertosol,Medium,335,solid,73.2,396.6,3,0,,6758.1,,0.845,6758.1,Sorghum,240
2013,"Banana, QLD",Grey Vertosol,Medium,336,solid,191,427,0,0,,4847.8,,0.572,4847.8,Sorghum,240
2014,"Banana, QLD",Grey Vertosol,Medium,335,solid,29.7,83.6,0,0,,3735.1,,0.89,3735.1,Sorghum,240
2015,"Banana, QLD",Grey Vertosol,Medium,335,solid,69.6,468,3,0,,7941.9,,0.958,7941.9,Sorghum,240
2016,"Banana, QLD",Grey Vertosol,Medium,335,solid,30.5,203.5,4,1,,4952.1,,0.869,4952.1,Sorghum,240
2017,"Banana, QLD",Grey Vertosol,Medium,336,solid,110.1,293,3,2,,1036,,0.597,1036,Sorghum,240
1958,"Banana, QLD",Brown Clay ,Medium,335,solid,61.1,349.2,3,1,,6468.3,,0.899,6468.3,Sorghum,240
1959,"Banana, QLD",Brown Clay ,Medium,335,solid,105.2,443.8,0,0,,7149.3,,1,7149.3,Sorghum,240
1960,"Banana, QLD",Brown Clay ,Medium,335,solid,120.5,375.9,3,0,,6576.2,,1,6576.2,Sorghum,240
1961,"Banana, QLD",Brown Clay ,Medium,336,solid,104,315.8,3,2,,7186.8,,1,7186.8,Sorghum,240
1962,"Banana, QLD",Brown Clay ,Medium,335,solid,66.5,215.2,1,0,,4570.9,,1,4570.9,Sorghum,240
1963,"Banana, QLD",Brown Clay ,Medium,335,solid,34.7,238.4,1,0,,5657.2,,1,5657.2,Sorghum,240
1964,"Banana, QLD",Brown Clay ,Medium,335,solid,27.9,203.3,3,0,,3503.8,,0.927,3503.8,Sorghum,240
1965,"Banana, QLD",Brown Clay ,Medium,336,solid,4.4,206.5,2,0,,3073,,0.895,3073,Sorghum,240
1966,"Banana, QLD",Brown Clay ,Medium,335,solid,9,157.8,0,0,,3742.3,,0.995,3742.3,Sorghum,240
1967,"Banana, QLD",Brown Clay ,Medium,335,solid,26.9,379.5,0,0,,6831.5,,0.845,6831.5,Sorghum,240
1968,"Banana, QLD",Brown Clay ,Medium,335,solid,43.3,351.9,4,1,,6908.9,,1,6908.9,Sorghum,240
1969,"Banana, QLD",Brown Clay ,Medium,336,solid,3.3,84.8,6,1,,1855,,0.87,1855,Sorghum,240
1970,"Banana, QLD",Brown Clay ,Medium,335,solid,16.9,303,3,0,,3168.2,,1,3168.2,Sorghum,240
1971,"Banana, QLD",Brown Clay ,Medium,335,solid,103.1,419.3,2,0,,5368.6,,0.992,5368.6,Sorghum,240
1972,"Banana, QLD",Brown Clay ,Medium,335,solid,49.5,336.8,1,0,,6968.7,,1,6968.7,Sorghum,240
1973,"Banana, QLD",Brown Clay ,Medium,336,solid,14.3,176.4,5,1,,4854.8,,0.998,4854.8,Sorghum,240
1974,"Banana, QLD",Brown Clay ,Medium,335,solid,49.6,458.4,0,0,,6104.8,,1,6104.8,Sorghum,240
1975,"Banana, QLD",Brown Clay ,Medium,335,solid,57,292.2,1,0,,6270.1,,1,6270.1,Sorghum,240
1976,"Banana, QLD",Brown Clay ,Medium,335,solid,47,273.3,1,0,,5761.6,,1,5761.6,Sorghum,240
1977,"Banana, QLD",Brown Clay ,Medium,336,solid,99.5,270.8,3,0,,2685.9,,0.958,2685.9,Sorghum,240
1978,"Banana, QLD",Brown Clay ,Medium,335,solid,33.4,292.4,0,0,,7017.4,,0.987,7017.4,Sorghum,240
1979,"Banana, QLD",Brown Clay ,Medium,335,solid,38.5,200.6,2,0,,5617.1,,0.865,5617.1,Sorghum,240
1980,"Banana, QLD",Brown Clay ,Medium,335,solid,38.8,360,5,0,,7037.8,,0.951,7037.8,Sorghum,240
1981,"Banana, QLD",Brown Clay ,Medium,336,solid,88.5,443,3,1,,7147.5,,1,7147.5,Sorghum,240
1982,"Banana, QLD",Brown Clay ,Medium,335,solid,108.7,310.3,5,2,,4776.4,,0.944,4776.4,Sorghum,240
1983,"Banana, QLD",Brown Clay ,Medium,335,solid,1.7,203.8,3,0,,1402.3,,0.888,1402.3,Sorghum,240
1984,"Banana, QLD",Brown Clay ,Medium,335,solid,63.7,264,2,0,,6720.7,,0.992,6720.7,Sorghum,240
1985,"Banana, QLD",Brown Clay ,Medium,336,solid,46,327.8,4,0,,4327.7,,0.94,4327.7,Sorghum,240
1986,"Banana, QLD",Brown Clay ,Medium,335,solid,6.9,298.6,3,0,,4925.2,,1,4925.2,Sorghum,240
1987,"Banana, QLD",Brown Clay ,Medium,335,solid,5.4,138.9,5,0,,3151.9,,0.82,3151.9,Sorghum,240
1988,"Banana, QLD",Brown Clay ,Medium,335,solid,14.5,197,4,0,,4311.8,,0.846,4311.8,Sorghum,240
1989,"Banana, QLD",Brown Clay ,Medium,336,solid,43.2,275.2,1,0,,5213.1,,0.994,5213.1,Sorghum,240
1990,"Banana, QLD",Brown Clay ,Medium,335,solid,1.5,94.9,5,5,,1142.4,,0.905,1142.4,Sorghum,240
1991,"Banana, QLD",Brown Clay ,Medium,335,solid,13.7,288.8,0,0,,5173.3,,0.983,5173.3,Sorghum,240
1992,"Banana, QLD",Brown Clay ,Medium,335,solid,19,497.3,5,0,,5352.6,,0.899,5352.6,Sorghum,240
1993,"Banana, QLD",Brown Clay ,Medium,336,solid,7.1,189.2,5,3,,4051.6,,1,4051.6,Sorghum,240
1994,"Banana, QLD",Brown Clay ,Medium,335,solid,121.5,394.7,0,0,,1888.8,,0.963,1888.8,Sorghum,240
1995,"Banana, QLD",Brown Clay ,Medium,335,solid,3.4,121.5,6,2,,2513,,0.975,2513,Sorghum,240
1996,"Banana, QLD",Brown Clay ,Medium,335,solid,4.3,276,5,3,,2716,,1,2716,Sorghum,240
1997,"Banana, QLD",Brown Clay ,Medium,336,solid,98.7,413.5,1,0,,6346.8,,0.988,6346.8,Sorghum,240
1998,"Banana, QLD",Brown Clay ,Medium,335,solid,4.2,118.9,5,3,,3251.4,,0.99,3251.4,Sorghum,240
1999,"Banana, QLD",Brown Clay ,Medium,335,solid,77.9,429.7,1,0,,7580.3,,1,7580.3,Sorghum,240
2000,"Banana, QLD",Brown Clay ,Medium,335,solid,13.4,213.9,4,0,,5066.1,,0.881,5066.1,Sorghum,240
2001,"Banana, QLD",Brown Clay ,Medium,336,solid,30.3,197.4,0,0,,2428.9,,0.957,2428.9,Sorghum,240
2002,"Banana, QLD",Brown Clay ,Medium,335,solid,2.8,228,5,2,,1753,,0.886,1753,Sorghum,240
2003,"Banana, QLD",Brown Clay ,Medium,335,solid,143.1,445.2,4,0,,2127.1,,0.957,2127.1,Sorghum,240
2004,"Banana, QLD",Brown Clay ,Medium,335,solid,22.4,407.6,5,2,,6453.2,,0.928,6453.2,Sorghum,240
2005,"Banana, QLD",Brown Clay ,Medium,336,solid,19.3,302.4,4,1,,4393.7,,0.95,4393.7,Sorghum,240
2006,"Banana, QLD",Brown Clay ,Medium,335,solid,3.3,136.7,6,6,,1716.7,,0.975,1716.7,Sorghum,240
2007,"Banana, QLD",Brown Clay ,Medium,335,solid,4.1,205.5,0,0,,2632,,0.938,2632,Sorghum,240
2008,"Banana, QLD",Brown Clay ,Medium,335,solid,30.6,280.9,3,0,,5830.2,,0.999,5830.2,Sorghum,240
2009,"Banana, QLD",Brown Clay ,Medium,336,solid,45,296.3,1,0,,6472.9,,0.965,6472.9,Sorghum,240
2010,"Banana, QLD",Brown Clay ,Medium,335,solid,115,412.1,3,0,,4292.3,,0.971,4292.3,Sorghum,240
2011,"Banana, QLD",Brown Clay ,Medium,335,solid,68.1,534.1,2,0,,6647.1,,1,6647.1,Sorghum,240
2012,"Banana, QLD",Brown Clay ,Medium,335,solid,34.2,396.6,3,0,,6419.6,,0.845,6419.6,Sorghum,240
2013,"Banana, QLD",Brown Clay ,Medium,336,solid,125.5,427,0,0,,4575,,0.572,4575,Sorghum,240
2014,"Banana, QLD",Brown Clay ,Medium,335,solid,3.6,83.6,0,0,,2284.6,,0.89,2284.6,Sorghum,240
2015,"Banana, QLD",Brown Clay ,Medium,335,solid,23.9,468,2,0,,7549.5,,0.958,7549.5,Sorghum,240
2016,"Banana, QLD",Brown Clay ,Medium,335,solid,7.2,203.5,3,1,,4449.9,,0.857,4449.9,Sorghum,240
2017,"Banana, QLD",Brown Clay ,Medium,336,solid,82.6,293,4,2,,845,,0.603,845,Sorghum,240
1958,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,140.5,271.6,2,1,,6253.5,,0.929,6253.5,Sorghum,240
1959,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,233.9,545.4,0,0,,7462.4,,1,7462.4,Sorghum,240
1960,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,196.1,345.6,3,0,,6977.3,,0.997,6977.3,Sorghum,240
1961,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,261.5,405.5,3,2,,7410.8,,1,7410.8,Sorghum,240
1962,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,230.4,378.5,1,0,,6869.6,,1,6869.6,Sorghum,240
1963,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,182.6,307.8,0,0,,6163.8,,0.955,6163.8,Sorghum,240
1964,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,134,262.7,5,0,,6071.8,,0.993,6071.8,Sorghum,240
1965,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,116.9,293.6,3,1,,4369.1,,0.957,4369.1,Sorghum,240
1966,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,112.9,329.5,3,1,,6978.3,,0.995,6978.3,Sorghum,240
1967,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,122.1,254.8,2,1,,6303.9,,0.875,6303.9,Sorghum,240
1968,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,226.4,630.1,6,1,,7500.2,,1,7500.2,Sorghum,240
1969,"Duaringa, QLD",Grey Vertosol,Medium,336,solid,99.7,105.9,6,1,,2791.3,,0.867,2791.3,Sorghum,240
1970,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,105.1,361.2,0,0,,6018.5,,0.974,6018.5,Sorghum,240
1971,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,260.3,679.9,2,0,,6597.1,,1,6597.1,Sorghum,240
1972,"Duaringa, QLD",Grey Vertosol,Medium,335,solid,272.7,343,3,1,,6612.4,,1,6612.4,Sorghum,240
